"term","estimate","std.error","statistic","p.value"
"(Intercept)",136.785597752668,164.89474257153,0.829532801467767,0.406887596880953
"le14",-1.61356913942034,1.93000367527034,-0.836044594160845,0.403215177180434
"rel_evan",0.0183983197780201,0.0037547547543503,4.90000572120018,1.02392399753301e-06
"rel_lds",0.0192708125868669,0.00755981053802927,2.54911316757556,0.010863036908312
"race_black",-0.270471264825822,0.0604925345778357,-4.47115113812609,8.15136850498624e-06
"race_hispanic",-0.0619780954914508,0.062186156740705,-0.996654219199913,0.319035427301773
"race_aapi",-0.213723185841841,0.166682972470334,-1.28221366990488,0.199894713659816
"race_mixed",-0.116525138136143,0.209871185645023,-0.555222184398548,0.578795767805619
"race_native_american",-0.38493320287694,0.0670491201714584,-5.74106269989205,1.06280597541159e-08
"race_other",-0.0535057540358383,0.0944861031736762,-0.566281730737574,0.571256581243035
"race_diversity",18.9941389276046,3.51846060118578,5.39842308343691,7.4010320792301e-08
"born_instate",-0.0300836770041916,0.163555074255558,-0.183936066435855,0.854079547721968
"born_outstate",0.0893620993088063,0.167841672414929,0.532419023375137,0.594486362241088
"born_outus",-0.642380082093534,0.364461300900729,-1.7625467518937,0.0781074939407558
"pop_growth",-10.3201846554774,13.7534831155782,-0.750368802488152,0.453108056485576
"log(pop_density)",-0.751015980147691,0.36304507300422,-2.06865768465879,0.0386878194640112
"poverty",-0.0477670884256961,0.121644271967888,-0.392678485003436,0.694592729390752
"unemp",-0.033185075170612,0.129534560137135,-0.256187037154254,0.797828936736504
"gini12",10.0536566567272,12.4747338260465,0.805921536837585,0.420369982721165
"uninsured",0.00964740350081696,0.102674882079103,0.093960697158477,0.925148421970069
"uninsur_growth",-3.08378386866521,2.44341933385597,-1.26207721529267,0.207046778432447
"disability",-0.483475537107353,0.382183904180325,-1.26503374898603,0.205985191908394
"obese11",0.0987626590541477,0.177880901176497,0.555217892426537,0.578798702659757
"exer_suf11",-0.274460023131766,0.180458273938235,-1.5209057315139,0.128418602598176
"exer_insuf11",-0.0411014426072799,0.281413649528337,-0.146053479197501,0.883891750921405
"alch_heavy",0.384692362514756,0.459656411509284,0.836912861177367,0.402727011152753
"alch_light",0.132308880409727,0.135331062087697,0.977668233505683,0.328339499310921
"smoke_daily",0.543706060336406,0.375490525814025,1.44798875859173,0.147754161138118
"smoke_nondaily",-0.612596343399475,0.490060709625108,-1.2500417425182,0.211409297935596
"mort_injury",-0.0353765924408336,0.0467784993374997,-0.756257531597944,0.449570931722739
"overdose1410.1-12",1.93883711879485,8.95085645531768,0.216609117627285,0.828531861325536
"overdose1412.1-14",1.39591834904152,8.99758847011423,0.155143609165735,0.876721483883425
"overdose1414.1-16",1.67685414299562,9.06402223762674,0.185001106466248,0.853244200100184
"overdose1416.1-18",3.75799011768579,9.18421011020085,0.40917945828698,0.682445415728023
"overdose1418.1-20",1.84767098661302,9.21323902572737,0.200545213410129,0.841071628799617
"overdose14>20",2.01089557418817,9.4569840864788,0.212636032354465,0.831629385321066
"overdose142.1-4",-1.81481575357179,9.13241312935068,-0.198722476509429,0.842497104606995
"overdose144.1-6",-0.304154612559025,8.91123577474265,-0.0341315862633888,0.972775132009546
"overdose146.1-8",0.870431778865735,8.86509357436781,0.0981864174995816,0.921792677024628
"overdose148.1-10",1.33166017652806,8.81114750502054,0.151133569806803,0.879883378928493
"vcr14",-0.257678455138132,0.220493811447253,-1.16864257299019,0.242666709180482
"pcr14",0.10084592372095,0.0379790056915025,2.65530710677646,0.00797735365714383
"female",0.261456346998374,0.203840326014516,1.28265271210248,0.199740811442521
"age_child",-0.256210556660176,0.323008032158805,-0.793201812808826,0.427740669453322
"age_18t24",-0.0783298257869463,0.122745086140195,-0.638150399743749,0.523438225233204
"age_retiree",-0.0492215377002247,0.206966279333936,-0.237823948223018,0.81203846480939
"wkid_cmarried15",-0.307834687502657,0.186553747228393,-1.65011259262342,0.0990541166789008
"wkid_sfather15",0.201717749524196,0.381672612308359,0.528509887843946,0.597195606369647
"wkid_smother15",0.663961418195851,0.234569954204237,2.83054758845094,0.0046865107078015
"wokid_married15",-0.206587028589202,0.142319152259783,-1.45157573881629,0.14675365941596
"as.factor(state)AR",14.0354640319315,2.60492195956603,5.38805547720508,7.835250699547e-08
"as.factor(state)AZ",21.1902111672907,4.27884762324987,4.95231731369679,7.85697316881524e-07
"as.factor(state)CA",1.5571911584394,2.9103349969426,0.535055641386739,0.592662222183223
"as.factor(state)CO",7.89821785614047,3.93058107197482,2.00942754048633,0.0446064352044568
"as.factor(state)FL",6.74099612924625,2.61463812062555,2.57817557086388,0.00999297416556706
"as.factor(state)GA",1.28175968066879,1.91993030151501,0.667607402027751,0.504450065050609
"as.factor(state)IA",3.73908892170398,3.27110216310483,1.14306699554591,0.253127708306883
"as.factor(state)ID",-0.699250924266673,3.63852640176058,-0.192179703279967,0.847618119493723
"as.factor(state)IN",16.005323290464,3.34300876978817,4.78770006082818,1.79237007588547e-06
"as.factor(state)KS",3.82010164147328,2.74186045762614,1.39325166269791,0.163676029694029
"as.factor(state)KY",18.5930905250773,3.51518546532165,5.28936259793508,1.34144821849843e-07
