"term","estimate","std.error","statistic","p.value"
"(Intercept)",156.116872425773,38.1696162487571,4.0900823159535,4.31220118919487e-05
"le14",-1.85400162285449,0.370977837718128,-4.99760749660517,5.80459820512928e-07
"rel_evan",0.0183632820041136,0.00369973612760393,4.96340316464845,6.92685848627138e-07
"rel_lds",0.0196303718617836,0.00713628064835175,2.75078473354569,0.00594526981307214
"ed_highschool",0.0860873926672194,0.138641711872751,0.620934288132798,0.53464285980945
"ed_some_college",0.027707612092174,0.163016188263177,0.169968469925467,0.865034933166054
"ed_associates",0.0562414870471366,0.205341529135769,0.273892413696552,0.784167301740168
"ed_college",0.0456807967178895,0.184667326842173,0.247368050965132,0.804623397611218
"ed_grad",0.0501687119224843,0.18969641432142,0.264468424993415,0.791418992095162
"race_black",-0.275898038602054,0.0578335349695148,-4.77055464009739,1.83719339887721e-06
"race_hispanic",-0.0551575425443056,0.0638496723726611,-0.863865709793724,0.387661665694371
"race_aapi",-0.225391300588673,0.16126947360479,-1.39760672339653,0.162231198251436
"race_mixed",-0.112673112813842,0.212745574073544,-0.529614368263623,0.59637933025904
"race_native_american",-0.384526940409998,0.0678240381936134,-5.66947870771585,1.43232648946513e-08
"race_other",-0.0547916117256816,0.0957003019487936,-0.572533321315945,0.566960718178995
"race_diversity",18.8040422258285,3.21268268561749,5.85306551126579,4.82593918464475e-09
"born_instate",-0.0548439432437839,0.145130777989196,-0.377893262915372,0.705509887421606
"born_outstate",0.0706470497344964,0.159762012902207,0.442201800360017,0.658343183395592
"born_outus",-0.654563398250642,0.383538261092113,-1.70664432900852,0.0878881804994393
"pop_growth",-9.65177735959492,12.4477396733665,-0.775383934180927,0.438112825583668
"log(pop_density)",-0.715628303303056,0.378904002014349,-1.88867971702224,0.0589347580481612
"poverty",-0.0475549888549157,0.119501500464316,-0.397944700862696,0.690670948753515
"unemp",-0.0283158352942393,0.1300088534592,-0.217799284747369,0.827585501876335
"gini12",10.9784386868969,12.95235473329,0.847601761452704,0.396659793045122
"uninsured",0.0217587899400975,0.0979438364845382,0.222155785612221,0.824192612037652
"uninsur_growth",-2.92964278416988,2.36344710369097,-1.23956350856962,0.215136884920091
"disability",-0.519934030234641,0.350653946498602,-1.48275539296323,0.138139411501189
"obese11",0.0860620952460285,0.159108698010742,0.540901260094642,0.588575642327779
"exer_suf11",-0.301747660046472,0.163063136677149,-1.85049586433448,0.0642421135631461
"exer_insuf11",-0.0511196344188236,0.235163677073422,-0.217378955181345,0.827913030421592
"alch_heavy",0.381178248410046,0.450452062340869,0.846212683385605,0.397434107642772
"alch_light",0.147403039025908,0.125111780241287,1.17817074252825,0.238728543973449
"smoke_daily",0.477617415364743,0.267502452110589,1.78546929793111,0.074185227014036
"smoke_nondaily",-0.63756598280344,0.459199739432747,-1.38842845074571,0.165006617932244
"mort_injury",-0.0368188208009012,0.0245528743219369,-1.49957273100222,0.133725115715379
"overdose1410.1-12",1.53822515053024,8.39905080522342,0.183142736745158,0.85468602374653
"overdose1412.1-14",0.978879600360375,8.40654524521952,0.116442554201088,0.907301811376926
"overdose1414.1-16",1.22230954975789,8.42040026844238,0.145160504345478,0.884584148546677
"overdose1416.1-18",3.26577335190311,8.47824112426106,0.385194677060774,0.700093186755713
"overdose1418.1-20",1.36578367741673,8.49711991412039,0.160734895025677,0.872302204503209
"overdose14>20",1.44113147681919,8.4995247210513,0.169554360286741,0.865360617932023
"overdose142.1-4",-2.01465014803093,8.73723895637439,-0.230582013161161,0.817639542510165
"overdose144.1-6",-0.573123353587723,8.40040110964637,-0.0682257128090696,0.945605958794339
"overdose146.1-8",0.523588818195065,8.40501766802994,0.0622947909064645,0.950328076676518
"overdose148.1-10",1.0183998038975,8.38408444826184,0.121468218764022,0.90332018603061
"vcr14",-0.265413934310495,0.20188952109326,-1.31464938285673,0.188627765311382
"pcr14",0.0996133135602216,0.0348506276087206,2.85829324735878,0.00425926571395564
"female",0.244094956632931,0.199350161655882,1.22445326658068,0.2207812856439
"age_child",-0.267784006869787,0.308432788399337,-0.868208624185182,0.385280133868138
"age_18t24",-0.0755836038561936,0.124548681206063,-0.60685992918016,0.543943872652978
"age_retiree",-0.0395676292482023,0.192890552562928,-0.20512994919901,0.83747059785768
"wkid_cmarried15",-0.29968890679336,0.182378858638061,-1.64322174747297,0.100337061889432
"wkid_sfather15",0.185884792142675,0.369064538194941,0.503664733143476,0.614496994999411
"wkid_smother15",0.65789253221672,0.231425777782548,2.8427798256549,0.00447219533009168
"wokid_married15",-0.197269360632301,0.109199888182395,-1.80649782628719,0.0708406133747013
"as.factor(state)AR",14.0218076771323,2.31094211279965,6.06757200860613,1.29858401061502e-09
"as.factor(state)AZ",21.6187426901363,3.29684714256501,6.55739916207231,5.47543106746569e-11
"as.factor(state)CA",2.03079367366348,2.77975823449483,0.730564855771544,0.465044984982668
"as.factor(state)CO",8.24315982784895,2.89273818996581,2.84960452226282,0.00437736202679259
"as.factor(state)FL",6.7006874244886,2.46530431759453,2.71799606104072,0.00656786200229563
"as.factor(state)GA",1.28537316625183,1.88718336065354,0.681106665653674,0.495803999648862
"as.factor(state)IA",3.75693220835676,2.43829611196463,1.54080227988784,0.123364914409504
"as.factor(state)ID",-0.314846050016282,3.05435237466475,-0.103081115534628,0.917898592793417
"as.factor(state)IN",15.8867612327066,2.82598253785971,5.6216770697878,1.89112525769401e-08
"as.factor(state)KS",3.97783352321325,2.22175278742951,1.79040330036694,0.073389100140941
"as.factor(state)KY",18.8356365298968,2.64843240240159,7.11199444351182,1.14377867918674e-12
"as.factor(state)LA",15.4947599498244,2.22904323859435,6.95130524233144,3.61921808439878e-12
"as.factor(state)MA",-3.40004540765479,3.02140370798971,-1.12531979710749,0.260453543573326
"as.factor(state)MN",8.28183954208157,2.65206820055056,3.12278528145027,0.00179148392148267
"as.factor(state)MO",25.4570298290711,2.56143448611436,9.93858323024643,2.82820803962817e-23
"as.factor(state)MS",1.99195420834646,1.78518818019439,1.11582309946146,0.264497864047107
"as.factor(state)MT",0.850331964528084,2.597930428872,0.327311291741284,0.743432452823104
"as.factor(state)NC",0.571899586533516,1.80745688966133,0.316411190665065,0.751690424045529
"as.factor(state)ND",9.82597456247683,3.34825303290917,2.93465710802012,0.00333916462341999
"as.factor(state)NE",3.64782094652233,2.34897724627126,1.55294009438058,0.120437446933844
"as.factor(state)NM",5.47365190040745,3.41887132578773,1.60101138031168,0.109374398578462
"as.factor(state)NV",10.2645055809485,8.12049521181874,1.26402458387135,0.206221203300809
"as.factor(state)NY",6.09666931422962,2.85008229155982,2.13912045006005,0.0324259145959653
"as.factor(state)OH",5.84275991635787,2.40694836070711,2.42745545012083,0.0152051541479934
"as.factor(state)OK",8.77152362180766,2.90402065729384,3.02047562911675,0.0025237801776972
"as.factor(state)OR",-1.28677231762502,2.64554346169497,-0.486392431746558,0.626688955478311
"as.factor(state)PA",6.38807565570991,2.87575868713339,2.22135316300745,0.0263270507009368
"as.factor(state)SC",-3.8996350567111,1.79361599279074,-2.17417500311398,0.029691994896296
"as.factor(state)TN",2.55284574174406,1.94312181273184,1.31378574673865,0.188918315488058
"as.factor(state)TX",18.3182342801472,2.13604412525413,8.57577522092049,9.84215990352078e-18
"as.factor(state)UT",5.59052329268007,3.98263082388301,1.40372621513269,0.160400392973671
"as.factor(state)WA",2.87238919189575,2.56737504989996,1.11880388960221,0.26322381197396
"as.factor(state)WI",2.39262332847169,2.59605438652931,0.921638368166244,0.356717238219973
"as.factor(state)WV",3.7710151251271,2.99669252172309,1.25839241022925,0.208249875401106
"as.factor(state)WY",1.533655142203,3.04192030047574,0.50417334798783,0.614139567522827
